I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
9,37,0.29901991,0.10742726,6.77259397,0.9239007
9,38,0.12931511,0.06062418,3.80577987,0.7182589
9,39,-0.08001576,0.11941313,-1.28470961,0.17219013
9,40,-0.04862958,0.06709778,-0.01695952,0.07993041
9,41,-0.02888345,0.03877255,9.46733005,1.39077934
9,42,0.07808055,0.02591796,10.15941165,1.90055884
9,43,0.21342647,0.03878546,9.67422029,1.54680401
9,44,0.10682343,0.07202184,5.92665525,1.15639892
9,45,-0.53599218,0.10302273,8.09906541,1.16053068
9,46,-0.44052538,0.05561735,6.39065328,0.69216127
9,47,-0.00612177,0.05161149,6.75008804,1.12250302
9,48,-0.05268912,0.0402924,9.92960448,1.55469063
9,49,-0.1378361,0.0624541,8.81569529,1.20048752
9,50,0.00288908,0.03648747,6.88945189,1.31879598
9,51,0.14297895,0.20119892,5.0485121,1.00913567
9,52,-0.17804126,0.07266118,6.75620532,1.20461649
9,53,-0.35112787,0.12799251,6.79772491,1.04400536
9,54,-0.05965057,0.03724539,-0.12176928,0.2703525
9,55,0.12355072,0.03758615,5.1632226,0.38061901
10,1,0.14905947,0.07568149,-6.98147195,0.68149453
10,2,-0.0568406,0.09596812,-6.08828942,0.60554652
10,3,-0.02005672,0.15710256,2.43815733,0.17903185
10,4,-1.16172569,0.15642503,5.53663232,0.74430158
10,5,0.12061454,0.05685234,-1.08228388,0.18791404
10,6,-0.45217176,0.08075633,5.01381565,0.66920633
10,7,-0.09948139,0.05692663,-0.862233,0.18756386
10,8,-0.41796208,0.0619817,8.47271193,1.15991563
10,9,0.11215649,0.04988695,8.55277376,1.03267646
10,10,2.46088932,0.16047453,9.2725804,1.12745267
10,11,-0.49793593,0.13050623,-0.21276025,0.12963707
10,12,-0.09622253,0.03460215,-5.78936841,0.68809719
10,13,0.10044758,0.04674696,-9.37176144,0.91270978
10,14,-0.14065986,0.04105305,-9.10198769,0.87510767
10,15,-0.02563612,0.04850263,-8.70431079,0.82878224
10,16,0.04609598,0.05149406,-8.67913746,0.86358791
10,17,0.14919419,0.0345743,-5.54363655,0.55300755
10,18,-0.0981018,0.01403902,-5.02518262,0.69960951
10,19,-0.03971839,0.02718338,-6.25374534,0.70797139
10,20,0.12110038,0.02880455,-5.35405804,0.90620352
10,21,0.43695932,0.0889195,4.12941836,0.62776793
10,22,0.19206607,0.06507218,3.37660574,0.36097464
10,23,0.01801116,0.02175262,2.00283397,0.38791187
10,24,0.08959965,0.10770417,5.35041805,0.54414036
10,25,-0.01255212,0.08864277,4.25957624,0.41653848
10,26,0.0345115,0.04803084,3.84688632,0.56156018
10,27,0.64227095,0.19192786,4.00891985,0.63204438
10,28,-0.20044794,0.14021205,4.51008817,0.885645
10,29,0.04219422,0.05728688,3.89063914,0.5394316
10,30,-0.56361176,0.11446003,4.42684037,0.75006585
10,31,-0.15036833,0.17319522,1.64764341,0.46849326
10,32,-0.02593438,0.04561508,6.60233172,0.98635806
10,33,0.25367163,0.09125061,5.55086946,0.67984674
10,34,-0.09014455,0.03949625,6.6133976,1.10420676
10,35,-0.02475339,0.05974806,6.32892878,1.08149748
10,36,-0.09598028,0.05683703,6.12933482,0.85385355
10,37,0.13279045,0.10976206,6.97953398,0.96158465
10,38,0.18148288,0.1123192,3.77683171,0.71445743
10,39,0.63589587,0.20579337,-1.14031841,0.15936367
10,40,-0.17192833,0.06872006,0.13450126,0.08197281
10,41,-0.0718953,0.06101456,9.17374544,1.40172754
10,42,0.08495292,0.02864363,9.83212384,1.93050725
10,43,0.35520871,0.08211701,9.16944986,1.5072966
10,44,-0.22842134,0.08108008,5.6673198,1.16453961
10,45,-0.15762517,0.05378633,7.53307428,1.11866668
10,46,-0.00964012,0.08032919,5.89447949,0.67124805
10,47,-0.15450826,0.03683983,6.72899177,1.11919698
10,48,-0.37077557,0.04671628,9.6837494,1.5650589
10,49,-0.88630863,0.06134776,9.03134388,1.22945593
10,50,-0.30447942,0.0429582,7.01640685,1.35892691
10,51,0.66577467,0.12264557,4.87496989,1.0169565
10,52,-0.12956474,0.06808265,6.64049105,1.20521233
10,53,-0.1844334,0.15296679,6.64939787,1.04000777
10,54,0.11917804,0.10433022,-0.16480958,0.25865645
10,55,-0.00468191,0.06401205,4.98253379,0.38127787
11,1,-0.33556772,0.22124252,1.00198652,0.30972573
11,2,0.05131509,0.09161017,1.47572486,0.35150571
11,3,-0.21228963,0.25989055,-0.37014734,0.08549506
11,4,0.29874157,0.15167586,-0.39539167,0.09206962
11,5,-0.20633536,0.12630704,-0.02517561,0.04113048
11,6,-0.45409494,0.12407733,-0.67688484,0.07846235
11,7,-0.19553999,0.09969086,0.22507632,0.06804129
11,8,0.17199541,0.0666356,-0.37083632,0.11231652
11,9,0.38649915,0.23938576,-0.34990845,0.11958391
11,10,-0.49793593,0.13050623,-0.21276025,0.12963707
11,11,7.45507404,2.25107445,1.29282465,0.12595613
11,12,0.54184012,0.2612753,1.04103868,0.33531957
11,13,-0.2024086,0.08972031,1.58074139,0.45589262
11,14,-0.13403896,0.1157179,1.4928248,0.48401868
11,15,0.02249674,0.11670138,1.42440957,0.43663882
11,16,0.06887439,0.05910259,1.37507361,0.44761986
11,17,-0.47058398,0.23812318,0.73686254,0.25268602
11,18,0.21239025,0.07801582,0.9110527,0.40509183
11,19,-0.28300567,0.11446198,1.57776305,0.40967765
11,20,-0.09006455,0.0563567,1.02511312,0.35695265
11,21,-0.00101996,0.09360892,-0.74232182,0.06545248
11,22,0.36499969,0.24047309,-0.04792211,0.06601822
11,23,-0.06304183,0.05089491,-0.60769643,0.06186489
11,24,0.54345282,0.24371169,-1.03362386,0.12598766
11,25,-0.39057543,0.16385672,-0.75903477,0.12255597
11,26,-0.17358259,0.1288678,-0.68180515,0.07649449
11,27,-0.81026378,0.48369799,0.8065613,0.05152897
11,28,0.01464637,0.26264158,1.08725548,0.06287655
11,29,-0.09760059,0.10112676,-0.70165766,0.08719133
11,30,0.38529404,0.11328084,-0.58367463,0.0547517
11,31,-0.0418919,0.1701657,-0.18701571,0.05001617
11,32,0.0402836,0.04449358,-0.90713319,0.10110448
11,33,0.15333986,0.12188964,-1.01057683,0.12364705
11,34,0.36222093,0.0830413,-1.06444268,0.10030909
11,35,-0.27522552,0.14725464,-1.140289,0.10812404
11,36,0.25025808,0.10942957,-0.96586428,0.10132041
11,37,0.36142338,0.15742808,-1.13494691,0.10722434
11,38,0.94765649,0.33207954,-0.42269557,0.04655605
11,39,-2.038368,0.5402991,0.30646196,0.06647766
11,40,-1.43101308,0.71073942,0.0638886,0.02022515
11,41,-0.15595127,0.11326339,-0.76799198,0.12783825
11,42,0.62027056,0.17137418,-1.53493202,0.11839566
11,43,0.38571848,0.15876455,-0.77459323,0.12281287
11,44,0.00697276,0.10107644,-0.41767964,0.04869913
11,45,0.28136197,0.19949327,-0.36166312,0.10648042
11,46,-0.51634055,0.24327843,-0.3012766,0.10268512
11,47,-0.05878568,0.12749365,-0.19314029,0.08171451
11,48,0.25530875,0.06092629,-0.66883867,0.10498149
11,49,0.13171967,0.12192706,0.10658701,0.1179054
11,50,-0.40720374,0.07202833,0.25792043,0.05003811
11,51,0.39167858,0.25167027,0.54484827,0.04598554
11,52,-0.36793538,0.18277177,0.91677072,0.0873765
11,53,-3.41893123,1.2048758,0.84123831,0.08001028
11,54,-0.47414092,0.13351525,1.37962878,0.10679627
11,55,0.32689589,0.19332875,0.25608582,0.11228822
12,1,0.08162212,0.05927127,15.26258269,3.34458132
12,2,-0.3352952,0.15692602,19.50115688,4.17692138
12,3,0.21914715,0.0639413,-2.51961386,0.39682282
12,4,0.37813271,0.12660137,-3.85760036,0.47696963
12,5,0.05642186,0.01874923,3.24081863,0.6166166
12,6,0.05494496,0.02720942,-3.08927258,0.45355463
12,7,-0.14083264,0.04775873,3.14577908,0.65116626
12,8,0.03712569,0.02389709,-4.30143713,0.3183805
12,9,0.06332338,0.0401839,-5.95898781,0.53591629
12,10,-0.09622253,0.03460215,-5.78936841,0.68809719
12,11,0.54184012,0.2612753,1.04103868,0.33531957
12,12,0.4867211,0.14358774,45.70821547,8.23289378
12,13,-0.02917035,0.02254718,22.27385017,4.56258967
12,14,0.03201239,0.02277801,24.20584612,4.75735498
12,15,-0.01689627,0.02736859,24.38056065,4.80447153
12,16,-0.0117492,0.01678536,25.83150288,5.05253678
12,17,-0.3962042,0.12797692,29.06884921,6.12152833
12,18,0.04837789,0.01285109,43.46219506,6.62639668
12,19,-0.05671205,0.02374446,30.35890009,5.42327004
12,20,-0.11690646,0.02070638,35.55883703,5.51093417
12,21,-0.13584789,0.03509851,-1.31719129,0.28899896
12,22,0.00204853,0.04813499,-2.701996,0.28675193
12,23,-0.04215649,0.01145897,12.13990138,1.76419419
12,24,-0.07422414,0.02224123,-2.70782401,0.56469694
12,25,-0.0787819,0.03835004,-2.927609,0.59403088
12,26,-0.05547252,0.05591697,-2.01549678,0.32566982
12,27,-0.03794743,0.12295605,-2.86082277,0.23189115
12,28,-0.0283342,0.06530666,-2.19134318,0.26123939
12,29,0.01170859,0.02874863,-2.00677067,0.29412184
12,30,0.07636871,0.04817099,-1.13242053,0.27771164
12,31,0.09479041,0.04208336,-1.13814068,0.3417004
12,32,0.02253341,0.04085355,-1.87282896,0.27934893
12,33,-0.06271966,0.0224657,-3.52200475,0.46490784
12,34,-0.01099644,0.02102988,-3.38186789,0.33274577
12,35,-0.01082072,0.01634997,-3.5508953,0.39891083
12,36,0.02589926,0.0265663,-3.60103001,0.49672522
12,37,-0.07530446,0.02886282,-3.57193069,0.51873168
12,38,0.17165547,0.10112399,-2.60403065,0.31242593
12,39,0.3561104,0.18010602,3.64365452,0.88664594
12,40,-0.6281077,0.23634288,2.85172251,0.64362423
12,41,-0.06942864,0.02475545,-3.03385914,0.40796257
12,42,0.08007677,0.02599557,-2.65832402,0.40149473
12,43,0.0232612,0.02452538,-3.12483702,0.36872814
12,44,0.036888,0.03401824,-2.83357437,0.33329419
12,45,0.16425497,0.08295457,-5.13522973,0.41720958
12,46,-0.08517376,0.07341555,-5.0664027,0.57824517
12,47,-0.04203445,0.03691861,-4.93172581,0.51361473
12,48,-0.10417636,0.01674128,-4.82945173,0.33933821
12,49,0.01294554,0.03928473,-6.02996722,0.69749222
12,50,-0.0180449,0.02727411,-3.97336781,0.42370937
12,51,0.00837553,0.03931633,-2.3356897,0.30106189
12,52,-0.03634087,0.03573299,-3.46892694,0.34298555
12,53,-0.40132527,0.13636224,-3.91047976,0.31758178
12,54,0.10672381,0.04293078,3.02250796,0.49505517
12,55,0.03367556,0.02880909,-3.52900899,0.69358724
13,1,-0.00184704,0.03542724,17.72340382,4.4140008
13,2,-0.02249201,0.04581454,16.39695627,4.00772347
13,3,-0.06281741,0.09258909,-3.83156298,0.65510438
13,4,-0.02076191,0.0834736,-6.43132727,0.56286604
13,5,0.00876799,0.04674452,3.15101826,0.7437865
13,6,-0.05353535,0.05290326,-6.56803852,0.60883441
13,7,0.25315687,0.07384085,2.79801791,0.72969619
13,8,-0.15265517,0.05356976,-8.14538272,0.62212356
13,9,0.17648459,0.05002744,-9.32178278,0.93708476
13,10,0.10044758,0.04674696,-9.37176144,0.91270978
13,11,-0.2024086,0.08972031,1.58074139,0.45589262
13,12,-0.02917035,0.02254718,22.27385017,4.56258967
13,13,1.24959598,0.34843528,31.09792889,7.58756612
13,14,-0.90850056,0.23676102,30.93700273,7.3402552
13,15,-0.28643859,0.07948806,27.60640876,6.45918929
13,16,-0.06803298,0.05887977,26.86151919,6.19399843
13,17,0.11409347,0.03274683,15.58044318,3.62298507
13,18,0.03807353,0.02876849,26.99550293,4.90741459
13,19,-0.01617571,0.01363163,20.58479864,4.43088514
13,20,-0.03874823,0.0388618,21.15883378,4.13335226
13,21,0.00434276,0.04979182,-4.41418494,0.34513372
13,22,-0.00430838,0.03634321,-4.6062118,0.54856768
13,23,0.04293986,0.01990337,2.3155757,0.66987249
13,24,-0.05417511,0.07747425,-6.03703236,0.89978895
13,25,0.1570608,0.1007112,-5.5623679,0.84201776
13,26,-0.03742091,0.07541348,-4.75698417,0.4630341
13,27,-0.18469537,0.08710954,-4.138297,0.26139859
13,28,0.10351832,0.09916958,-3.80199956,0.40159563
13,29,-0.11685232,0.06453745,-4.75500087,0.43229728
13,30,-0.19571383,0.05374214,-4.79858215,0.32525652
13,31,0.03117353,0.08182011,-2.15175162,0.37534119
13,32,0.02488381,0.03563905,-6.89959211,0.5128311
13,33,-0.01520069,0.03781361,-7.29983867,0.66991176
13,34,0.059319,0.04685761,-8.46916847,0.58040715
13,35,0.11555703,0.03467039,-8.11696915,0.5881688
13,36,-0.14716438,0.05702119,-7.636345,0.63265586
13,37,0.07767319,0.05270977,-8.44327162,0.67936048
13,38,-0.07705895,0.06370408,-4.88636378,0.36030016
13,39,0.19465043,0.10636894,1.3519993,0.43489739
13,40,0.14289375,0.07343658,-0.28905215,0.09764978
13,41,0.00620327,0.04212025,-9.43876899,0.7432753
13,42,-0.03834299,0.01770742,-10.25150011,0.77567031
13,43,0.10272702,0.04333486,-9.49420142,0.70923613
13,44,-0.05614941,0.05472861,-6.05529584,0.46531176
13,45,-0.28999659,0.15924046,-8.2725665,0.74861925
13,46,-0.04736592,0.06196742,-7.66458281,0.94688765
13,47,-0.11657354,0.04098183,-7.57816738,0.50916759
13,48,0.17397912,0.08070733,-9.94752576,0.64790368
13,49,-0.00707622,0.02955493,-9.61753669,0.81335051
13,50,0.08269846,0.04251419,-6.71704171,0.58006594
13,51,0.22634878,0.15308815,-4.53766487,0.37600428
13,52,-0.12052856,0.0799974,-6.21171207,0.4351912
13,53,0.13511265,0.13599489,-6.67055939,0.4658083
13,54,-0.12845268,0.03365914,4.21738287,0.82021185
13,55,0.0943299,0.05605186,-6.08850568,1.278103
14,1,0.04189343,0.03165428,17.82677379,4.3348173
14,2,-0.16012557,0.09122834,16.82373259,3.98073675
14,3,0.17940035,0.0568788,-3.82415466,0.65875635
14,4,0.11048025,0.07054481,-6.28874658,0.55347832
14,5,-0.01912192,0.04861005,3.2098738,0.73484814
14,6,0.03863755,0.03921605,-6.29679155,0.59126426
14,7,-0.14229897,0.03942244,3.03261464,0.73137518
14,8,0.07786041,0.03121124,-7.86005621,0.60845173
14,9,-0.1266345,0.05775957,-9.05226096,0.87931839
14,10,-0.14065986,0.04105305,-9.10198769,0.87510767
14,11,-0.13403896,0.1157179,1.4928248,0.48401868
14,12,0.03201239,0.02277801,24.20584612,4.75735498
14,13,-0.90850056,0.23676102,30.93700273,7.3402552
14,14,1.05823497,0.26153238,32.24563422,7.35144469
14,15,0.05638325,0.02689042,27.93923747,6.3137476
14,16,-0.12187137,0.02053659,27.66095567,6.13791024
14,17,-0.06775296,0.02169435,16.89876212,3.81354859
14,18,-0.03713937,0.02949405,29.32460727,5.03099745
14,19,-0.00229455,0.01358169,21.87399225,4.52939799
14,20,0.01065936,0.0333291,22.68622521,4.22748769
14,21,-0.0518231,0.03260744,-4.16576997,0.35001204
14,22,-0.03665576,0.06430926,-4.5652435,0.50924858
14,23,0.00806136,0.01212123,3.13933165,0.7444759
14,24,0.04575724,0.05048869,-5.80782085,0.84756603
14,25,-0.18540073,0.07019028,-5.33046079,0.81440424
14,26,0.01896495,0.06021667,-4.53094268,0.42240839
14,27,-0.06677313,0.1027949,-4.08639575,0.24463763
14,28,0.0011178,0.07556515,-3.75997724,0.43554825
14,29,0.09033103,0.05291341,-4.55086678,0.40780913
14,30,0.16339326,0.05115664,-4.55435978,0.33098271
14,31,-0.0402103,0.08584051,-2.07553236,0.3719084
14,32,0.0259703,0.02901544,-6.47620182,0.52163839
14,33,0.02584081,0.02388514,-7.00497374,0.64903489
14,34,-0.11068228,0.05040248,-7.97119964,0.52332438
14,35,-0.01298222,0.02971819,-7.60773246,0.55728993
14,36,0.16129439,0.06814176,-7.36197879,0.59434769
14,37,-0.17682566,0.07566269,-8.0160321,0.68341152
14,38,-0.08427153,0.05742392,-4.69444336,0.34092844
14,39,0.37566327,0.17558794,1.48915542,0.45618852
14,40,0.03930216,0.04056035,-0.16594612,0.11789947
14,41,0.03172296,0.03373371,-8.93667114,0.71994748
14,42,-0.03810789,0.01707865,-9.37652916,0.69931863
14,43,-0.1474812,0.05008369,-8.91215337,0.66457088
14,44,0.04083548,0.04530485,-5.86931188,0.4773048
14,45,0.22334344,0.12085536,-8.17165225,0.69989442
14,46,0.04294363,0.04885552,-7.57626249,0.8848381
14,47,0.0903326,0.04038412,-7.51334951,0.48951542
14,48,-0.12911673,0.06710221,-9.47475927,0.63404194
14,49,0.11033996,0.03422717,-9.39717386,0.7774207
14,50,-0.00246612,0.0278695,-6.48729447,0.56600781
14,51,-0.17255395,0.13633626,-4.39705139,0.39335932
14,52,0.17689154,0.09320279,-6.09623148,0.44675635
14,53,0.09471194,0.17168447,-6.53813675,0.41109686
14,54,0.02315435,0.03420221,4.12011822,0.81905462
14,55,-0.12351422,0.04030118,-5.94805106,1.19940456
15,1,-0.54748587,0.17188701,17.79303748,4.26599794
15,2,-0.06824859,0.0433614,16.73687945,3.94198868
15,3,-0.02235411,0.05473788,-3.395642,0.56966917
15,4,-0.11789626,0.04964083,-5.67982296,0.48746733
15,5,-0.0934984,0.03565747,3.4473145,0.74130101
15,6,0.10479216,0.04923696,-5.88338039,0.52647042
15,7,-0.04389779,0.04951305,3.15684244,0.70825559
15,8,0.01970983,0.02741416,-7.6109012,0.55333186
15,9,-0.07194277,0.02893539,-8.64255559,0.81405244
15,10,-0.02563612,0.04850263,-8.70431079,0.82878224
15,11,0.02249674,0.11670138,1.42440957,0.43663882
15,12,-0.01689627,0.02736859,24.38056065,4.80447153
15,13,-0.28643859,0.07948806,27.60640876,6.45918929
15,14,0.05638325,0.02689042,27.93923747,6.3137476
15,15,0.87672897,0.224503,28.01817868,6.22249247
15,16,-0.20860298,0.04115076,26.56838091,5.868504
15,17,-0.0265716,0.02795041,16.92570107,3.77657882
15,18,-0.00810403,0.00818045,28.46618472,4.92477105
15,19,0.00412908,0.01196095,21.43503935,4.39515013
15,20,-0.00552354,0.02690505,22.5816529,4.17913395
15,21,-0.00540816,0.03681132,-3.71298688,0.34243302
15,22,0.09198548,0.04895971,-4.22728558,0.45598447
15,23,-0.00039111,0.01228354,3.64574289,0.77151246
15,24,0.19431195,0.09280281,-5.32063613,0.73195097
15,25,0.12890277,0.06154491,-4.94850835,0.76131445
15,26,0.00009632,0.02873985,-4.10726064,0.40117065
15,27,0.05504019,0.09684378,-4.03912642,0.24686538
15,28,0.04695891,0.06822439,-3.70263272,0.39204552
15,29,-0.05904563,0.03264703,-4.18656198,0.39180002
15,30,-0.06462813,0.07126611,-3.9645517,0.33146182
15,31,0.03601671,0.04764402,-1.83188252,0.39206925
15,32,-0.03638475,0.0178817,-5.84254633,0.46139747
15,33,0.00156356,0.03575222,-6.46073323,0.64286847
15,34,0.00743049,0.03179323,-7.40410282,0.47635999
15,35,0.02336336,0.03516789,-7.09009055,0.49329963
15,36,0.01401332,0.03036372,-6.71239687,0.5848528
15,37,-0.05893238,0.03105818,-7.40215973,0.62366233
15,38,-0.20958358,0.05895329,-4.38504723,0.3384046
15,39,0.25710655,0.11523932,1.91797062,0.53872482
15,40,0.0888618,0.06375909,0.2898956,0.17609289
15,41,0.01064104,0.02231901,-8.35412437,0.65788372
15,42,-0.04456625,0.02670307,-9.25065214,0.65096559
15,43,-0.0637153,0.0232619,-8.49592105,0.60389148
15,44,-0.00030128,0.05177928,-5.58682586,0.46476291
15,45,-0.05677202,0.06782326,-7.71838662,0.66109886
15,46,0.20090113,0.0501394,-7.2747221,0.83122835
15,47,0.06855771,0.03815781,-7.18684389,0.46486509
15,48,-0.01865816,0.03069412,-8.98667904,0.55927139
15,49,0.01564323,0.0330017,-8.91688079,0.74361976
15,50,-0.03115152,0.02331953,-6.25884202,0.5616208
15,51,0.06670432,0.0534762,-4.16990504,0.39466905
15,52,0.22893448,0.07361062,-6.01451615,0.42729041
15,53,-0.3062698,0.16058873,-6.38151775,0.42054726
15,54,-0.04105948,0.0532773,3.89990681,0.69018415
15,55,-0.07461437,0.02798595,-5.63744115,1.16793837
16,1,-0.2437336,0.05111391,17.41014434,4.15399042
16,2,-0.066813,0.03660985,17.00079088,3.95812449
16,3,-0.08608398,0.07789277,-3.32196241,0.56779754
16,4,0.06913819,0.06905898,-5.67515647,0.48560117
16,5,0.01081755,0.03454089,3.33385197,0.74287826
16,6,0.06119858,0.04886773,-5.77467995,0.51321184
16,7,-0.29626492,0.10431161,3.37856168,0.70493652
16,8,0.05125073,0.03744783,-7.44642169,0.57525196
16,9,-0.13415765,0.02647203,-8.50611816,0.81301517
16,10,0.04609598,0.05149406,-8.67913746,0.86358791
16,11,0.06887439,0.05910259,1.37507361,0.44761986
16,12,-0.0117492,0.01678536,25.83150288,5.05253678
16,13,-0.06803298,0.05887977,26.86151919,6.19399843
16,14,-0.12187137,0.02053659,27.66095567,6.13791024
16,15,-0.20860298,0.04115076,26.56838091,5.868504
16,16,0.78136204,0.17731877,27.86820847,5.97764612
16,17,-0.009663,0.01981234,17.91348735,3.96995409
16,18,-0.03497847,0.00887731,30.03955805,5.10199023
16,19,-0.09419651,0.01399117,22.7454017,4.54162818
16,20,0.01083816,0.03162249,23.63850872,4.22450466
16,21,-0.00709071,0.02968562,-3.63282503,0.30808635
16,22,0.02176828,0.02670579,-4.18365096,0.42139607
16,23,-0.03985311,0.02078865,4.35402587,0.83094258
16,24,0.13058944,0.02715775,-5.25639255,0.74058569
16,25,-0.15957493,0.05800033,-4.84417705,0.7599857
16,26,0.05825521,0.03663633,-4.08640673,0.38594577
16,27,0.41455087,0.19387175,-4.01328997,0.25241277
16,28,-0.10102878,0.07503749,-3.67402932,0.40534722
16,29,0.05500141,0.02515545,-4.12426574,0.37886052
16,30,0.20602411,0.10197269,-3.85198117,0.29465427
16,31,-0.07297423,0.0645424,-1.77760189,0.37328603
16,32,-0.00642686,0.02163106,-5.75054493,0.43965529
16,33,0.0138634,0.02609733,-6.31220138,0.61182806
16,34,-0.02551412,0.02243845,-7.01232226,0.45989335
16,35,-0.0582108,0.02051485,-6.73033392,0.47387662
16,36,0.01833452,0.03420122,-6.55742161,0.56798309
16,37,-0.13927574,0.04782537,-7.10933239,0.58456491
16,38,0.03580258,0.03754409,-4.31148222,0.34909635
16,39,0.04999762,0.070453,2.23518465,0.58979487
16,40,0.14306361,0.10675644,0.42462151,0.23710244
16,41,-0.02116523,0.02328824,-8.10206073,0.61190613
16,42,0.03544996,0.01968603,-8.84502791,0.67957068
16,43,0.03197177,0.02199455,-8.2282594,0.55453776
16,44,-0.12401388,0.03915655,-5.35478498,0.45259987
16,45,0.19235879,0.0533965,-7.74051715,0.67432011
16,46,0.03046829,0.03269509,-7.16313965,0.81515798
16,47,0.05846095,0.02810591,-7.05723786,0.49664052
16,48,-0.04507152,0.02214022,-8.82939534,0.5929002
16,49,-0.08093369,0.02442943,-8.79662678,0.75819072
16,50,-0.02967213,0.01953796,-6.29833412,0.57713876
16,51,-0.18612556,0.08340047,-4.05101219,0.39525572
16,52,-0.19933656,0.09707385,-5.87845641,0.42606518
16,53,0.13846656,0.08528423,-6.35514756,0.4093102
16,54,0.0263854,0.04835147,3.70226378,0.72434057
16,55,-0.07847682,0.06123971,-5.53201579,1.14128414
17,1,0.03748541,0.03471936,10.87276052,2.60503393
17,2,0.10299607,0.09599174,13.47941554,3.17272221
17,3,-0.13267754,0.06627457,-1.98621057,0.38036105
17,4,-0.01719811,0.06967687,-3.63413679,0.39543395
17,5,0.0680022,0.04110673,2.22264995,0.50376429
17,6,-0.1542228,0.05331242,-2.60720242,0.33483179
17,7,0.17681571,0.05332912,2.23630867,0.5375688
17,8,-0.10833951,0.02366603,-4.19956418,0.29038169
17,9,-0.01149468,0.02838739,-5.36637163,0.48028778
17,10,0.14919419,0.0345743,-5.54363655,0.55300755
17,11,-0.47058398,0.23812318,0.73686254,0.25268602
17,12,-0.3962042,0.12797692,29.06884921,6.12152833
17,13,0.11409347,0.03274683,15.58044318,3.62298507
17,14,-0.06775296,0.02169435,16.89876212,3.81354859
17,15,-0.0265716,0.02795041,16.92570107,3.77657882
17,16,-0.009663,0.01981234,17.91348735,3.96995409
17,17,0.78191521,0.22446007,21.20316299,4.95091936
17,18,-0.08317871,0.02881526,29.1024643,5.29373683
17,19,-0.00189834,0.01466728,20.49457847,4.30068506
17,20,-0.03383633,0.01139395,23.81161545,4.37300957
17,21,0.0265691,0.02344447,-1.86849537,0.2011503
17,22,0.0222766,0.04981501,-2.53872009,0.25749772
17,23,0.00496639,0.01661054,7.19240727,1.3075535
17,24,0.07167218,0.02650146,-2.99613697,0.41471572
17,25,-0.05101451,0.04052598,-2.663142,0.472984
17,26,-0.01913845,0.03367374,-2.03475408,0.20570158
17,27,0.12012649,0.13580031,-2.80128338,0.22373233
17,28,0.02057435,0.05572149,-2.50479258,0.29358234
17,29,-0.04228426,0.03813552,-1.94948798,0.17461462
17,30,-0.11922531,0.04300053,-1.4039935,0.18403973
17,31,-0.07406622,0.05754961,-0.85954506,0.26728744
17,32,-0.01384152,0.0340874,-2.59346059,0.21454766
17,33,-0.02175372,0.04232295,-3.2292616,0.33976051
17,34,-0.04339055,0.02739483,-3.20674249,0.23915095
17,35,0.0028527,0.02276839,-3.3220779,0.28267065
17,36,0.0452438,0.03140064,-3.36159076,0.3333465
17,37,0.14758354,0.03870652,-3.49979543,0.34407307
17,38,-0.14984982,0.1117281,-2.07174519,0.23495378
17,39,-0.26037211,0.16210853,2.87599713,0.67531939
17,40,0.17998311,0.13689123,1.82464369,0.43959895
17,41,0.16314373,0.03155083,-3.83638925,0.26485443
17,42,-0.06270392,0.01276405,-3.39482146,0.39107098
17,43,-0.05634574,0.02267228,-3.79699325,0.25698563
17,44,-0.14656848,0.03404565,-2.77455926,0.33289285
17,45,-0.11109063,0.07404641,-4.63892652,0.35697294
17,46,0.1102202,0.04987184,-4.20118621,0.48123599
17,47,0.12393798,0.04268374,-4.59226977,0.33987359
17,48,0.10858373,0.03321642,-5.13830123,0.35754501
17,49,-0.06948271,0.06933415,-5.77809703,0.45398017
17,50,-0.05571554,0.02426523,-3.9415247,0.38333059
17,51,-0.06356533,0.07122579,-2.49907288,0.29636809
17,52,0.08792709,0.05821982,-3.84773716,0.33520721
17,53,0.33150871,0.1416387,-4.06015109,0.28229295
17,54,-0.14507634,0.05236495,1.89167864,0.42805129
17,55,-0.01087674,0.03797941,-3.27206947,0.62868295
18,1,-0.03349831,0.04255683,17.27951951,3.35648582
18,2,-0.04966909,0.0275687,20.35824452,4.00488583
18,3,0.00186917,0.05753706,-2.5474318,0.43584543
18,4,0.08887824,0.02294878,-3.4476261,0.56484113
18,5,0.02678866,0.01751438,3.70212569,0.60130087
18,6,0.04296065,0.02619706,-3.03856086,0.59566434
18,7,0.07284969,0.05397677,3.56683883,0.6378441
18,8,0.01929329,0.0143445,-2.9527339,0.44653704
18,9,0.02658642,0.00961941,-4.75158942,0.62499064
18,10,-0.0981018,0.01403902,-5.02518262,0.69960951
18,11,0.21239025,0.07801582,0.9110527,0.40509183
18,12,0.04837789,0.01285109,43.46219506,6.62639668
18,13,0.03807353,0.02876849,26.99550293,4.90741459
18,14,-0.03713937,0.02949405,29.32460727,5.03099745
18,15,-0.00810403,0.00818045,28.46618472,4.92477105
18,16,-0.03497847,0.00887731,30.03955805,5.10199023
18,17,-0.08317871,0.02881526,29.1024643,5.29373683
18,18,0.19031559,0.02793161,58.85871929,7.15570194
18,19,-0.02655503,0.00925151,33.32717425,5.03886475
18,20,-0.150823,0.01105722,40.599881,5.03841956
18,21,-0.03103267,0.02196066,-0.26627364,0.50780406
