I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
27,10,0.64227095,0.19192786,4.00891985,0.63204438
27,11,-0.81026378,0.48369799,0.8065613,0.05152897
27,12,-0.03794743,0.12295605,-2.86082277,0.23189115
27,13,-0.18469537,0.08710954,-4.138297,0.26139859
27,14,-0.06677313,0.1027949,-4.08639575,0.24463763
27,15,0.05504019,0.09684378,-4.03912642,0.24686538
27,16,0.41455087,0.19387175,-4.01328997,0.25241277
27,17,0.12012649,0.13580031,-2.80128338,0.22373233
27,18,-0.11951431,0.05216746,-2.53438551,0.25509725
27,19,-0.03211394,0.06855388,-2.59161932,0.18536572
27,20,0.06753751,0.04563783,-2.54692328,0.21959244
27,21,0.29979377,0.0964377,1.82805693,0.45022101
27,22,-0.48905404,0.13755425,2.05785024,0.29848401
27,23,-0.14713557,0.04451002,0.55146905,0.19779097
27,24,-0.20300426,0.13180745,2.36790192,0.44870525
27,25,0.0722148,0.22327191,1.77694762,0.28028724
27,26,-0.19352149,0.14489688,1.7438414,0.39995893
27,27,9.08260228,1.62602952,3.36852399,0.45708771
27,28,-3.37354236,0.75578849,3.53755563,0.57505868
27,29,0.14885078,0.11076823,1.6688139,0.37059353
27,30,0.471805,0.15885691,1.75652373,0.41061476
27,31,-0.26655063,0.13700964,0.85938935,0.22407399
27,32,-0.16130427,0.05316958,2.98489147,0.63348161
27,33,0.3885708,0.1013615,2.29898981,0.47339275
27,34,0.15497728,0.06890672,2.86024202,0.71139
27,35,0.01532564,0.10970765,2.75284492,0.68489084
27,36,-0.57994424,0.21265728,2.60877822,0.55714647
27,37,0.37611354,0.15060148,2.85507024,0.63242412
27,38,0.02728438,0.25787099,1.98089334,0.46135262
27,39,0.76500295,0.26832312,-0.4812703,0.05311457
27,40,0.42988386,0.39467976,0.0417363,0.03490343
27,41,-0.29311234,0.13497816,4.41724077,0.87074808
27,42,0.21058444,0.04393995,4.83200306,1.18143456
27,43,0.6321927,0.26163339,4.48846833,0.95669408
27,44,0.21975719,0.12296493,2.79828495,0.6702921
27,45,0.22718306,0.20375222,3.60302815,0.68009433
27,46,-0.64905883,0.25856646,2.83907668,0.41932404
27,47,0.43436297,0.11092955,3.30506238,0.66927486
27,48,-0.19292352,0.18044193,4.35702831,0.88760828
27,49,-0.42669168,0.15530316,4.6697954,0.775034
27,50,-0.07476418,0.07372208,3.699862,0.79230472
27,51,-0.39959947,0.14498617,3.13813829,0.60941831
27,52,-1.02224084,0.18942664,4.64129553,0.8317771
27,53,-2.3336072,0.53531258,4.53314974,0.72257242
27,54,0.64207221,0.36969755,0.91293774,0.10459415
27,55,-0.21354687,0.09235793,3.05845679,0.23293151
28,1,-0.40290786,0.21467957,-3.13220138,0.3175493
28,2,-0.22299342,0.14297476,-2.32789052,0.32988769
28,3,-0.27953835,0.16938204,0.99925966,0.2005243
28,4,-0.41857807,0.11370774,2.64397522,0.61565645
28,5,0.54609352,0.21215315,-0.73248927,0.07020471
28,6,0.72284638,0.26837307,2.01533423,0.5437979
28,7,0.88486618,0.35081565,-0.38661153,0.05857446
28,8,-0.19240134,0.09191404,4.44731358,0.93079618
28,9,-0.16411398,0.24431516,4.54561482,0.88494165
28,10,-0.20044794,0.14021205,4.51008817,0.885645
28,11,0.01464637,0.26264158,1.08725548,0.06287655
28,12,-0.0283342,0.06530666,-2.19134318,0.26123939
28,13,0.10351832,0.09916958,-3.80199956,0.40159563
28,14,0.0011178,0.07556515,-3.75997724,0.43554825
28,15,0.04695891,0.06822439,-3.70263272,0.39204552
28,16,-0.10102878,0.07503749,-3.67402932,0.40534722
28,17,0.02057435,0.05572149,-2.50479258,0.29358234
28,18,0.13096961,0.06983519,-1.85906274,0.33817492
28,19,-0.05534936,0.09740713,-2.22244448,0.24696713
28,20,-0.18314729,0.06977553,-1.914376,0.2214632
28,21,0.34209472,0.11822992,1.68050189,0.519731
28,22,-0.14030612,0.1344431,2.18536293,0.39921807
28,23,0.2288763,0.07629774,0.47462059,0.24039417
28,24,0.61339618,0.21192566,2.13771552,0.56026203
28,25,-0.06314934,0.19524893,1.61800343,0.37969041
28,26,0.01810138,0.13318371,1.62996715,0.47588885
28,27,-3.37354236,0.75578849,3.53755563,0.57505868
28,28,8.26017661,1.36302974,4.30985152,0.73183701
28,29,-0.25464907,0.10954936,1.59656482,0.47707059
28,30,0.09975181,0.2598367,1.83473735,0.52069069
28,31,-0.71833769,0.17010391,0.82666392,0.23490114
28,32,0.1956559,0.05695411,2.98286886,0.80035841
28,33,0.09271755,0.13581671,2.13806131,0.59312803
28,34,0.10820954,0.12294466,2.67595546,0.8551996
28,35,0.21299719,0.11307183,2.47331265,0.83084079
28,36,0.51078003,0.08675735,2.34599345,0.69007219
28,37,-0.50874971,0.28992429,2.73690217,0.79407536
28,38,-0.76546817,0.45032926,1.77528758,0.54099406
28,39,0.5635222,0.29743383,-0.54498925,0.0602972
28,40,-0.72513716,0.26708344,-0.01337717,0.0469403
28,41,-0.29030173,0.1127991,4.7580238,1.15813116
28,42,0.15826787,0.07530309,4.42962053,1.37594866
28,43,0.06420103,0.08848291,4.8776717,1.26303895
28,44,-0.30578063,0.13674667,2.95431714,0.82463102
28,45,0.49440138,0.3509634,3.96507915,0.90178587
28,46,0.41125297,0.1920867,3.01131247,0.56452954
28,47,-0.18234919,0.11904538,3.69650523,0.87930811
28,48,0.09625703,0.15199242,4.73896228,1.18352582
28,49,0.2032297,0.14990618,5.3055142,1.05803367
28,50,-0.12911662,0.07122251,4.22773505,0.99578535
28,51,-1.01286766,0.22643178,3.78704888,0.79464563
28,52,-1.46541437,0.16494217,5.31730701,1.06883415
28,53,-1.82274972,0.47184001,5.13139258,0.94844186
28,54,-0.69452475,0.13093324,1.56713724,0.12644994
28,55,-0.57572179,0.16093893,3.40871625,0.37033031
29,1,0.14083329,0.07277831,-2.75011239,0.25617288
29,2,0.16676046,0.1344245,-3.69191398,0.31115606
29,3,0.38462198,0.18622067,2.13237463,0.09164963
29,4,0.1283016,0.09610081,3.87108874,0.48822672
29,5,-0.31998282,0.10307052,0.72185007,0.10248473
29,6,-0.0770422,0.05322755,3.44809107,0.41955214
29,7,-0.01911966,0.07644213,-0.17639307,0.11577184
29,8,-0.05562339,0.07339057,3.9772325,0.63254896
29,9,-0.01838588,0.04688169,4.05649171,0.51995755
29,10,0.04219422,0.05728688,3.89063914,0.5394316
29,11,-0.09760059,0.10112676,-0.70165766,0.08719133
29,12,0.01170859,0.02874863,-2.00677067,0.29412184
29,13,-0.11685232,0.06453745,-4.75500087,0.43229728
29,14,0.09033103,0.05291341,-4.55086678,0.40780913
29,15,-0.05904563,0.03264703,-4.18656198,0.39180002
29,16,0.05500141,0.02515545,-4.12426574,0.37886052
29,17,-0.04228426,0.03813552,-1.94948798,0.17461462
29,18,-0.05312971,0.0148323,-1.28853989,0.31832124
29,19,-0.03229666,0.04494652,-2.80758766,0.35413671
29,20,0.06275156,0.01961113,-1.68339782,0.47197433
29,21,-0.06373883,0.03307276,4.32343961,0.48196626
29,22,-0.01128949,0.05847549,2.79233195,0.21403075
29,23,0.00938438,0.03308121,3.11384626,0.22196224
29,24,-0.1697317,0.04650914,5.23998173,0.40536485
29,25,-0.67965428,0.11447069,4.34166818,0.28340566
29,26,-0.22514318,0.07270563,4.13697366,0.42223274
29,27,0.14885078,0.11076823,1.6688139,0.37059353
29,28,-0.25464907,0.10954936,1.59656482,0.47707059
29,29,1.81630318,0.09028155,4.59985717,0.41417026
29,30,0.09170848,0.06078765,3.04640369,0.49111164
29,31,-0.08549328,0.09211283,2.00001506,0.36288447
29,32,-0.09276155,0.02267572,4.99192149,0.65704608
29,33,-0.34974372,0.06155773,4.97039698,0.45209893
29,34,-0.15910155,0.04587046,5.47749383,0.7519321
29,35,0.10591934,0.04214587,5.02222705,0.71412663
29,36,0.0008243,0.05387064,4.51927312,0.54225814
29,37,-0.04253135,0.04847357,4.99398815,0.62913807
29,38,-0.03585149,0.06861295,2.69671798,0.45968216
29,39,0.01154904,0.0814093,-0.37233819,0.07282292
29,40,-0.19973326,0.14033062,0.37093302,0.06021969
29,41,0.04361101,0.05533741,5.39130149,0.83487879
29,42,-0.02657976,0.04049985,6.29304839,1.16931299
29,43,-0.04757323,0.03565228,5.80608332,0.96725505
29,44,0.10142351,0.04341063,3.1033972,0.66434723
29,45,0.32167524,0.04258577,3.55225334,0.56762987
29,46,-0.18636111,0.03858271,3.23308865,0.3384894
29,47,-0.05693682,0.04224427,3.61712814,0.6398478
29,48,-0.17022451,0.04518663,4.79339607,0.82534719
29,49,0.0550223,0.04082208,3.84236092,0.63396212
29,50,0.07766557,0.03329286,2.95297379,0.74779999
29,51,-0.32593643,0.07508869,1.92472208,0.56434853
29,52,-0.21663797,0.13291046,2.91806449,0.70118795
29,53,0.59663657,0.23099563,2.98133343,0.59238021
29,54,-0.13030583,0.03641946,-0.73942909,0.13706716
29,55,-0.01031476,0.04238469,2.78725849,0.16532436
30,1,-0.1453843,0.07227054,-3.18376876,0.22475499
30,2,-0.01594224,0.07320229,-2.92059625,0.21123797
30,3,0.32156548,0.10365507,1.63316418,0.15664399
30,4,0.45423272,0.06763637,3.14136346,0.57044573
30,5,-0.0091441,0.06365264,-0.1012628,0.11612704
30,6,-0.06426869,0.08240366,3.65899527,0.63258722
30,7,-0.19555923,0.06508506,0.12668044,0.10529329
30,8,0.18930503,0.04401743,4.15497141,0.83401196
30,9,-0.25583509,0.09281883,4.30333368,0.73114957
30,10,-0.56361176,0.11446003,4.42684037,0.75006585
30,11,0.38529404,0.11328084,-0.58367463,0.0547517
30,12,0.07636871,0.04817099,-1.13242053,0.27771164
30,13,-0.19571383,0.05374214,-4.79858215,0.32525652
30,14,0.16339326,0.05115664,-4.55435978,0.33098271
30,15,-0.06462813,0.07126611,-3.9645517,0.33146182
30,16,0.20602411,0.10197269,-3.85198117,0.29465427
30,17,-0.11922531,0.04300053,-1.4039935,0.18403973
30,18,0.0884323,0.02176234,-0.48938416,0.45580525
30,19,-0.04686542,0.02318233,-1.76628629,0.26055276
30,20,-0.02966857,0.03699963,-0.90633828,0.47752756
30,21,-0.14551697,0.07637447,3.12935893,0.61035661
30,22,-0.33018975,0.08199744,2.15943902,0.31462948
30,23,-0.11476624,0.028464,2.84011522,0.45289291
30,24,0.06189665,0.04848099,3.99006334,0.58999803
30,25,-0.43167202,0.09011956,3.28283153,0.39910714
30,26,0.36743731,0.1100891,2.92597517,0.51272737
30,27,0.471805,0.15885691,1.75652373,0.41061476
30,28,0.09975181,0.2598367,1.83473735,0.52069069
30,29,0.09170848,0.06078765,3.04640369,0.49111164
30,30,2.70189836,0.19992268,4.65650186,0.81306466
30,31,-0.66095043,0.18423784,1.65960103,0.40993762
30,32,-0.06097347,0.03677466,5.28982984,0.95829438
30,33,0.34921557,0.08263202,4.23593847,0.65062843
30,34,0.17087948,0.02986395,5.0214382,0.986711
30,35,-0.02451611,0.05292638,4.78245736,1.00507246
30,36,0.15416766,0.05534563,4.65360187,0.80653179
30,37,-1.60302496,0.12327373,6.22011673,1.03407711
30,38,0.0523635,0.1212099,2.73682097,0.60563314
30,39,-0.66541179,0.15391635,0.1986051,0.07013984
30,40,0.01873466,0.08269256,0.35706119,0.06459402
30,41,-0.56259161,0.12930645,6.11609837,1.21847208
30,42,0.11364226,0.03930682,6.53634492,1.52514119
30,43,0.03610792,0.06072041,6.15588587,1.27466708
30,44,0.37897167,0.04544487,3.46550666,0.85181228
30,45,0.10022267,0.0654305,3.94278511,0.80026036
30,46,0.07909539,0.07706604,3.20252138,0.49380305
30,47,0.10342468,0.05329155,3.35632296,0.75248617
30,48,-0.25383063,0.05307508,5.12492189,1.07998299
30,49,0.54586406,0.15644094,4.1292938,0.7873877
30,50,-0.07514111,0.05564215,3.27317404,0.9006085
30,51,-0.49186516,0.17249951,2.1570468,0.64703543
30,52,-0.43222891,0.15836234,3.21099244,0.82203941
30,53,0.34213645,0.10904905,3.20033526,0.72716669
30,54,-0.11914251,0.05312392,-0.60347631,0.08319087
30,55,-0.36808473,0.13609,2.76821489,0.25198873
31,1,-0.10964746,0.08544942,-0.99608543,0.27295941
31,2,0.14684282,0.11178071,-1.52282135,0.28946964
31,3,-0.03878924,0.18043614,1.08217929,0.17659803
31,4,-0.03512708,0.08250553,1.94925042,0.39989385
31,5,-0.0510123,0.07861636,0.43421022,0.02975365
31,6,0.11351203,0.12416383,1.65140444,0.40866953
31,7,0.19023812,0.15302657,0.0356586,0.02624161
31,8,0.04006494,0.06296956,1.57271156,0.52181771
31,9,0.09083587,0.07500018,1.66987917,0.48300421
31,10,-0.15036833,0.17319522,1.64764341,0.46849326
31,11,-0.0418919,0.1701657,-0.18701571,0.05001617
31,12,0.09479041,0.04208336,-1.13814068,0.3417004
31,13,0.03117353,0.08182011,-2.15175162,0.37534119
31,14,-0.0402103,0.08584051,-2.07553236,0.3719084
31,15,0.03601671,0.04764402,-1.83188252,0.39206925
31,16,-0.07297423,0.0645424,-1.77760189,0.37328603
31,17,-0.07406622,0.05754961,-0.85954506,0.26728744
31,18,0.01346071,0.02446485,-0.78578119,0.26132453
31,19,0.05944128,0.05904233,-1.15467707,0.28909107
31,20,-0.04463096,0.06790941,-0.66693154,0.19549277
31,21,-0.07466115,0.05625655,2.16320598,0.40251338
31,22,0.07044891,0.15970428,1.43521394,0.22599535
31,23,-0.01536417,0.05733135,1.52862922,0.27759441
31,24,-0.19166151,0.06967876,2.58166147,0.46826313
31,25,-0.17888639,0.07716148,2.16247161,0.33103119
31,26,-0.27420621,0.06563119,2.09506959,0.38258652
31,27,-0.26655063,0.13700964,0.85938935,0.22407399
31,28,-0.71833769,0.17010391,0.82666392,0.23490114
31,29,-0.08549328,0.09211283,2.00001506,0.36288447
31,30,-0.66095043,0.18423784,1.65960103,0.40993762
31,31,3.58597679,0.64845581,1.52646024,0.2013727
31,32,-0.08749014,0.03336746,2.40020827,0.58281195
31,33,-0.62467864,0.15925457,2.54533396,0.48644326
31,34,-0.33176679,0.076281,2.84174397,0.65249474
31,35,-0.15286975,0.10426734,2.52234974,0.64012548
31,36,-0.14708874,0.11103586,2.29330747,0.52276746
31,37,0.40648968,0.09426705,2.51356767,0.60184519
31,38,-0.24582789,0.1033923,1.40757573,0.36521828
31,39,-0.5551392,0.25957251,0.04593531,0.03469133
31,40,0.21830519,0.12075528,0.1958638,0.03339554
31,41,0.18724287,0.10118333,2.34121084,0.67470897
31,42,0.06829465,0.0361841,2.56272064,0.8278221
31,43,-0.03346331,0.08327815,2.58169777,0.753259
31,44,0.08031039,0.10897353,1.33363827,0.46853624
31,45,0.05247541,0.10157723,1.47261281,0.46752438
31,46,-0.12868053,0.06105925,1.45799912,0.36283636
31,47,-0.16596976,0.08493031,1.61032509,0.4746383
31,48,0.2803476,0.06674322,1.91218681,0.61776029
31,49,0.50621045,0.13614301,1.5258921,0.45366422
31,50,-0.09401347,0.07221051,1.31142917,0.44414773
31,51,-0.28678856,0.09208661,0.86066597,0.28856238
31,52,0.30516919,0.09117071,1.3720824,0.43174253
31,53,0.0263906,0.26377639,1.43062679,0.40556406
31,54,-0.08378022,0.14537414,-0.23244652,0.07771828
31,55,0.31212396,0.10297244,1.30248978,0.2077764
32,1,0.03882136,0.02716105,-4.75406958,0.36374988
32,2,-0.16139708,0.06909956,-5.02362821,0.32733226
32,3,0.02877664,0.04514438,2.76364305,0.17440278
32,4,0.06814398,0.02920442,5.05604661,0.78368267
32,5,-0.00481958,0.02290338,0.03994068,0.15736894
32,6,0.00360853,0.02631901,5.31850356,0.79664128
32,7,-0.04995387,0.02871439,0.07844272,0.17321189
32,8,0.01916909,0.02052115,6.86795799,1.18283974
32,9,-0.04765685,0.02270063,6.86641144,1.00367056
32,10,-0.02593438,0.04561508,6.60233172,0.98635806
32,11,0.0402836,0.04449358,-0.90713319,0.10110448
32,12,0.02253341,0.04085355,-1.87282896,0.27934893
32,13,0.02488381,0.03563905,-6.89959211,0.5128311
32,14,0.0259703,0.02901544,-6.47620182,0.52163839
32,15,-0.03638475,0.0178817,-5.84254633,0.46139747
32,16,-0.00642686,0.02163106,-5.75054493,0.43965529
32,17,-0.01384152,0.0340874,-2.59346059,0.21454766
32,18,0.03777588,0.01405389,-0.6772,0.43678368
32,19,0.02822767,0.01663238,-3.39335312,0.4992599
32,20,-0.08590804,0.0124982,-1.3957359,0.62299918
32,21,-0.08313341,0.02458448,5.36052143,0.82005135
32,22,0.19063449,0.03733707,3.42516293,0.42455824
32,23,0.02306189,0.00729969,4.32435477,0.50855733
32,24,-0.03667815,0.02215087,6.74664921,0.78397876
32,25,0.01552133,0.06004494,5.31798306,0.47584607
32,26,-0.05763883,0.03338075,5.04765626,0.72240214
32,27,-0.16130427,0.05316958,2.98489147,0.63348161
32,28,0.1956559,0.05695411,2.98286886,0.80035841
32,29,-0.09276155,0.02267572,4.99192149,0.65704608
32,30,-0.06097347,0.03677466,5.28982984,0.95829438
32,31,-0.08749014,0.03336746,2.40020827,0.58281195
32,32,0.57828031,0.07454411,10.16088889,1.53931744
32,33,0.05145756,0.02841079,6.58218669,0.85593625
32,34,-0.03380923,0.01840434,7.61762688,1.3641127
32,35,0.01973277,0.0198597,7.25159761,1.34260428
32,36,0.05131646,0.02884471,6.67453618,1.0522652
32,37,-0.23218324,0.0303105,8.19973905,1.2679913
32,38,-0.00447158,0.03670394,4.01364262,0.84337832
32,39,0.3303849,0.12122089,-0.52440098,0.09770932
32,40,0.00321878,0.05739033,0.3457929,0.06907462
32,41,-0.08908687,0.02803094,9.85238023,1.64987901
32,42,0.02116267,0.01752646,10.37480539,2.16842831
32,43,-0.12745384,0.0484016,10.3579395,1.83809242
32,44,0.01430443,0.03686439,5.58574072,1.23508293
32,45,0.06269498,0.04074202,6.18136178,1.07559909
32,46,0.05053196,0.03062262,5.19804213,0.66957398
32,47,-0.12692564,0.02674804,5.71040926,1.12209052
32,48,0.00198701,0.03668531,7.73292538,1.52017274
32,49,0.08038712,0.02612502,6.60434164,1.1693661
32,50,0.05143614,0.02612083,5.12922509,1.34122411
32,51,0.09062156,0.04433561,3.32303701,0.90584526
32,52,0.0981425,0.04788412,5.15272048,1.20307328
32,53,-0.22569963,0.10749793,5.24934805,1.0646973
32,54,0.05607627,0.02342702,-0.89730664,0.18037085
32,55,-0.25935957,0.03503565,4.440899,0.32103381
33,1,0.01270898,0.04915423,-4.54090583,0.45054845
33,2,0.03612536,0.05280769,-5.34609053,0.5000499
33,3,-0.0960637,0.14655208,2.68951953,0.14226848
33,4,-0.32126131,0.0583519,4.89448269,0.56231259
33,5,-0.1133355,0.05162119,0.32864654,0.12176011
33,6,-0.35136819,0.05708079,4.89588043,0.57378207
33,7,-0.06293842,0.05557385,-0.20266109,0.14060913
33,8,0.07459723,0.04241494,5.4955451,0.77931681
33,9,0.02247336,0.03091826,5.70877361,0.69075916
33,10,0.25367163,0.09125061,5.55086946,0.67984674
33,11,0.15333986,0.12188964,-1.01057683,0.12364705
33,12,-0.06271966,0.0224657,-3.52200475,0.46490784
33,13,-0.01520069,0.03781361,-7.29983867,0.66991176
33,14,0.02584081,0.02388514,-7.00497374,0.64903489
33,15,0.00156356,0.03575222,-6.46073323,0.64286847
33,16,0.0138634,0.02609733,-6.31220138,0.61182806
33,17,-0.02175372,0.04232295,-3.2292616,0.33976051
33,18,0.04838342,0.02024928,-3.07651159,0.54590942
33,19,-0.04108857,0.02248447,-4.32554024,0.51356759
33,20,-0.01205961,0.02179967,-3.12642066,0.73491921
33,21,0.1089535,0.05309564,5.11570317,0.56529651
33,22,0.12235851,0.06546967,3.34002043,0.2701386
33,23,0.00960643,0.01547025,3.53975712,0.34657948
33,24,0.1328304,0.05834125,6.37104382,0.5156922
33,25,-0.21568702,0.05919846,5.27643391,0.36883438
33,26,0.04330273,0.05088087,4.89184728,0.53933277
33,27,0.3885708,0.1013615,2.29898981,0.47339275
33,28,0.09271755,0.13581671,2.13806131,0.59312803
33,29,-0.34974372,0.06155773,4.97039698,0.45209893
33,30,0.34921557,0.08263202,4.23593847,0.65062843
33,31,-0.62467864,0.15925457,2.54533396,0.48644326
33,32,0.05145756,0.02841079,6.58218669,0.85593625
33,33,1.57204217,0.13326575,7.25715669,0.69568388
33,34,-0.16046816,0.04168996,7.38350848,1.01317404
33,35,-0.17438414,0.03483416,6.97892102,1.01845916
33,36,-0.12233218,0.04606912,6.40657701,0.75643141
33,37,-0.28792454,0.06294278,7.04957331,0.86416585
33,38,0.04281607,0.08796688,3.7662351,0.65133537
33,39,0.16384932,0.07843204,-0.47688322,0.11818986
33,40,0.33146464,0.08043328,0.34420456,0.06938163
33,41,-0.42876919,0.09905199,7.56629201,1.07851058
33,42,0.09986593,0.0378572,8.71219701,1.56381845
33,43,0.2512349,0.10894133,7.87636829,1.21497367
33,44,0.07733198,0.07908358,4.37516567,0.90535581
33,45,-0.05981061,0.06749329,5.11591632,0.76970267
33,46,0.01412444,0.05921568,4.4754913,0.48132816
33,47,-0.0742502,0.05496497,4.76833345,0.82074285
33,48,-0.24128979,0.03204764,6.80625359,1.09604749
33,49,0.08912935,0.04955276,5.40496707,0.79697539
33,50,-0.05787049,0.04135221,4.19577073,0.96940447
33,51,0.24190001,0.06553792,2.50477129,0.69700817
33,52,0.15723653,0.09916015,3.94467379,0.86328432
33,53,-0.52247522,0.32116453,4.14225675,0.75692884
33,54,-0.07282579,0.07002619,-1.20746331,0.1614853
33,55,-0.28240379,0.06240208,3.71485418,0.2772498
34,1,-0.07377801,0.05134954,-5.28713201,0.32605926
34,2,0.2447999,0.06953178,-5.93833925,0.33829293
34,3,0.274226,0.04404347,2.9247809,0.22725664
34,4,-0.13088023,0.06289474,5.41377043,0.89806329
34,5,-0.08480879,0.03262687,0.17174636,0.12882878
34,6,0.04219297,0.05874487,5.6796014,0.9005876
34,7,-0.03304836,0.04819501,-0.02498161,0.14215811
34,8,-0.14525623,0.03765125,6.59202915,1.24481634
34,9,0.11066977,0.03760246,6.5891237,1.08719251
34,10,-0.09014455,0.03949625,6.6133976,1.10420676
34,11,0.36222093,0.0830413,-1.06444268,0.10030909
34,12,-0.01099644,0.02102988,-3.38186789,0.33274577
34,13,0.059319,0.04685761,-8.46916847,0.58040715
34,14,-0.11068228,0.05040248,-7.97119964,0.52332438
34,15,0.00743049,0.03179323,-7.40410282,0.47635999
34,16,-0.02551412,0.02243845,-7.01232226,0.45989335
34,17,-0.04339055,0.02739483,-3.20674249,0.23915095
34,18,0.04399471,0.00875663,-2.6711559,0.45703054
34,19,0.00850901,0.02172231,-4.31035508,0.29844985
34,20,-0.03811961,0.01639529,-2.99943889,0.58676126
34,21,0.11144263,0.03766693,5.57006441,0.89383385
34,22,-0.07353838,0.0478706,3.74913323,0.49234574
34,23,-0.01570872,0.01257334,4.19118674,0.5511611
34,24,-0.12434248,0.02921897,7.09236249,0.88794471
34,25,0.10188267,0.04341465,5.69195742,0.59058964
34,26,-0.0589858,0.07400918,5.46182656,0.82665692
34,27,0.15497728,0.06890672,2.86024202,0.71139
34,28,0.10820954,0.12294466,2.67595546,0.8551996
34,29,-0.15910155,0.04587046,5.47749383,0.7519321
34,30,0.17087948,0.02986395,5.0214382,0.986711
34,31,-0.33176679,0.076281,2.84174397,0.65249474
34,32,-0.03380923,0.01840434,7.61762688,1.3641127
34,33,-0.16046816,0.04168996,7.38350848,1.01317404
34,34,1.1911253,0.13346328,9.63641933,1.6434089
34,35,-0.06700082,0.05275045,8.14289622,1.49143825
34,36,-0.54726525,0.07735486,7.63464692,1.18286432
34,37,0.02254433,0.04365883,8.3504166,1.36697735
34,38,-0.03265615,0.06937148,4.48043118,0.96251696
34,39,-0.74958704,0.159342,-0.24484887,0.07615154
34,40,0.12760299,0.03782741,0.49696831,0.08139719
34,41,0.07689087,0.0782359,8.71955973,1.67987788
34,42,0.03464335,0.016598,10.57712117,2.37054514
34,43,-0.05581567,0.08154823,9.24485266,1.84880356
34,44,-0.10834697,0.05816143,5.31092189,1.29830346
34,45,0.24496124,0.04281348,5.88624242,1.15618323
34,46,-0.15719786,0.04408537,5.15435214,0.75416539
34,47,-0.00213937,0.03508087,5.55351708,1.22141414
34,48,-0.0078044,0.02329257,7.96494337,1.65711485
34,49,-0.11780701,0.04539055,6.51207461,1.25783581
34,50,0.04458081,0.03090588,4.92312178,1.3707229
34,51,-0.08260917,0.04690538,3.10667069,0.98100645
34,52,-0.1427071,0.08213466,4.89702521,1.30539347
34,53,-0.33818286,0.10044719,5.0240368,1.15424231
34,54,0.20337624,0.08041827,-1.40441085,0.12863547
34,55,0.08974644,0.04973511,4.2518923,0.33303735
35,1,-0.05966922,0.04414132,-5.28311974,0.35293376
35,2,0.0444471,0.04924667,-6.16994141,0.39994164
35,3,0.09534112,0.08150895,2.89525561,0.24869702
35,4,0.04020692,0.0933886,4.9841025,0.87367007
35,5,-0.07463978,0.02713722,0.09640815,0.13935613
35,6,0.13878182,0.05344821,5.72390287,0.9007701
35,7,0.05648851,0.05112539,0.16600442,0.16716047
35,8,-0.01036635,0.03180448,6.41499446,1.22833816
35,9,-0.12449698,0.03068386,6.55563791,1.09518933
35,10,-0.02475339,0.05974806,6.32892878,1.08149748
35,11,-0.27522552,0.14725464,-1.140289,0.10812404
35,12,-0.01082072,0.01634997,-3.5508953,0.39891083
35,13,0.11555703,0.03467039,-8.11696915,0.5881688
35,14,-0.01298222,0.02971819,-7.60773246,0.55728993
35,15,0.02336336,0.03516789,-7.09009055,0.49329963
35,16,-0.0582108,0.02051485,-6.73033392,0.47387662
35,17,0.0028527,0.02276839,-3.3220779,0.28267065
35,18,0.03183817,0.01103585,-2.84664685,0.54689125
35,19,-0.09935634,0.02582877,-4.15479732,0.45448787
35,20,-0.02363742,0.01801899,-3.20859764,0.70426477
35,21,-0.04571156,0.06754636,5.43683336,0.89458212
35,22,-0.09214828,0.06034846,3.45437574,0.48656236
35,23,0.08438981,0.02186284,3.57246514,0.56422336
35,24,-0.00745312,0.02899609,6.72486823,0.87723463
35,25,0.03863861,0.04414407,5.30073532,0.58114126
35,26,-0.05274975,0.02640037,5.07641887,0.82393552
35,27,0.01532564,0.10970765,2.75284492,0.68489084
35,28,0.21299719,0.11307183,2.47331265,0.83084079
35,29,0.10591934,0.04214587,5.02222705,0.71412663
35,30,-0.02451611,0.05292638,4.78245736,1.00507246
35,31,-0.15286975,0.10426734,2.52234974,0.64012548
35,32,0.01973277,0.0198597,7.25159761,1.34260428
35,33,-0.17438414,0.03483416,6.97892102,1.01845916
35,34,-0.06700082,0.05275045,8.14289622,1.49143825
35,35,0.9442918,0.0656661,9.45563186,1.68943481
35,36,-0.2595558,0.04291871,7.26747362,1.18848621
35,37,-0.15894321,0.0338141,8.11988803,1.39455874
35,38,-0.41472593,0.0743945,4.57716007,0.98165951
35,39,0.42523517,0.13893765,-0.56125114,0.10779914
35,40,-0.01637217,0.0602354,0.55340293,0.08702904
35,41,0.09108967,0.06144726,8.39649291,1.66156549
35,42,-0.22687356,0.01814044,11.60661281,2.49695848
35,43,-0.1172521,0.05860865,8.90950122,1.89794804
35,44,0.06346195,0.03470892,5.17739832,1.31741554
35,45,0.26151695,0.0340044,5.70185294,1.14566486
35,46,-0.12928747,0.04516984,4.91036431,0.75316092
35,47,-0.09732067,0.04896052,5.42023284,1.18267576
35,48,-0.05414078,0.02641381,7.76757524,1.63546926
35,49,-0.03878465,0.04859135,6.29448531,1.24100768
35,50,0.22296084,0.06507031,4.67246176,1.28283846
35,51,-0.11843917,0.05839624,2.92890088,0.94183745
35,52,0.02929827,0.05365347,4.70418085,1.28338367
35,53,0.08254163,0.06365856,4.793595,1.11515055
35,54,-0.05516925,0.02756883,-1.38164169,0.16641916
