14.299112,12.106528,-2.095403,-3.623493,3.17998,-4.595299,2.203111,-6.750358,-6.739916,-7.33807,0.936521,16.003227,18.300324,18.55629,18.868204,18.308598,11.567142,18.65129,14.157009,14.424673,-2.507704,-2.499077,2.212215,-2.890726,-2.62928,-2.235764,-3.154168,-2.967172,-2.491915,-3.25555,-1.390185,-4.433235,-3.970438,-4.901281,-5.64629,-4.636261,-6.10415,-3.004571,1.612292,0.421741,-6.390031,-8.210045,-7.140891,-5.164681,-6.375682,-5.914109,-6.65275,-7.859401,-7.908106,-5.809996,-4.4966,-4.575824,-4.741861,2.528462,-4.258277
12.106528,15.229989,-2.751833,-3.583342,1.944885,-4.906125,1.687612,-6.133701,-6.060464,-6.133793,1.603382,20.85342,16.869879,17.418763,17.551421,17.811651,14.565609,21.76609,17.572523,17.709895,-4.075262,-2.979451,2.703603,-4.873996,-3.780747,-3.546837,-2.606259,-2.067575,-3.745561,-3.011922,-2.080149,-4.852588,-4.731796,-5.474987,-6.770124,-4.958709,-6.322488,-3.30109,2.542175,1.00463,-6.257865,-8.876938,-7.244597,-4.996767,-5.507045,-5.75132,-6.508035,-6.796172,-6.753659,-4.77828,-3.284221,-3.816136,-3.94829,3.133125,-3.870908
-2.095403,-2.751833,2.033815,2.610564,0.444535,2.211876,0.316326,2.676079,2.371722,2.419102,-0.363653,-2.973498,-3.941513,-3.9556,-3.568626,-3.597076,-2.244297,-3.350561,-2.869544,-2.347584,3.077066,1.773171,1.523667,3.217026,2.421483,2.391893,1.088344,0.806752,2.214406,1.544439,1.342072,2.498471,2.36084,2.678841,2.950108,2.348848,2.803441,1.753322,-0.187941,0.485853,2.907105,3.552549,3.217994,2.329155,2.188817,2.276953,2.568738,2.774392,2.391365,1.699923,1.469856,1.405457,1.434391,-0.844598,1.735827
-3.623493,-3.583342,2.610564,6.170092,0.499027,3.620705,-0.434895,4.759375,4.780016,5.736359,-0.384666,-3.973009,-6.323105,-6.277643,-5.670208,-5.532405,-3.706613,-3.932002,-3.979417,-3.040589,6.094371,3.619748,3.217216,5.792656,4.362589,4.370168,2.318378,2.412116,4.085334,3.007311,2.420907,4.713772,4.24326,4.903277,5.222263,4.177296,5.289624,2.611004,-0.591237,0.508504,5.829602,6.487793,6.386565,4.495253,4.552807,4.240962,5.516905,6.134306,5.729227,4.387807,3.875418,3.547426,3.523899,-0.691577,3.64367
3.17998,1.944885,0.444535,0.499027,2.134021,-0.297238,0.511605,-0.927353,-1.017638,-1.273666,-0.023129,3.198603,3.146303,3.199197,3.57766,3.329101,2.327633,3.612894,2.46086,3.049321,1.31829,0.532286,1.714778,1.19996,0.875939,0.967054,-0.596246,-0.65989,0.89452,-0.17669,0.398478,0.009826,0.333428,0.21462,0.025969,-0.081246,-0.289133,-0.107752,0.367503,0.42707,-0.533814,-0.752804,-0.620676,-0.528782,-0.915487,-0.72473,-0.661021,-1.134075,-1.387105,-1.126414,-0.83906,-0.778407,-0.846392,0.126432,-0.32149
-4.595299,-4.906125,2.211876,3.620705,-0.297238,5.535728,0.67249,4.826053,4.678734,5.384897,-0.711669,-3.47949,-6.702936,-6.418556,-6.04918,-5.838447,-2.777581,-3.000389,-4.211131,-3.386653,4.111953,2.301445,2.112112,4.614029,3.520076,3.521786,2.304868,1.954931,3.573611,3.639764,2.125332,5.038234,4.417147,5.321632,6.187098,5.034352,6.567419,3.674758,-0.190519,0.643709,6.48912,9.347145,7.181412,5.041613,4.547238,4.335429,5.055502,6.195036,5.376148,4.058932,3.089434,3.213766,3.250116,-1.201637,3.037283
2.203111,1.687612,0.316326,-0.434895,0.511605,0.67249,2.715526,-0.70131,-0.79077,-0.748644,0.250233,3.056375,2.551766,2.855456,3.202311,3.316341,2.22698,3.737065,2.689665,2.892314,0.120624,-0.429928,0.826698,0.000345,-0.078353,-0.04873,0.296233,-0.290297,-0.123967,0.118922,0.04446,0.17545,-0.07794,0.078269,0.240028,0.175424,0.353359,0.546344,0.869746,0.51958,-0.051233,1.290177,-0.025649,0.287474,-0.529295,-0.589355,-0.54059,-0.655057,-0.785821,-0.69635,-0.574848,-0.424709,-0.416075,0.397077,-0.540013
-6.750358,-6.133701,2.676079,4.759375,-0.927353,4.826053,-0.70131,9.766703,8.427856,8.709749,-0.377035,-5.635518,-8.326656,-8.017309,-7.949163,-7.89166,-5.027508,-5.017144,-5.787534,-4.429826,4.570777,3.166593,2.219671,5.110771,3.667855,3.752009,3.715019,4.02696,3.899213,4.230096,2.279291,6.269378,4.523453,5.785277,6.553197,5.230997,6.779338,3.38281,-1.233286,-0.052091,8.891486,10.254527,9.737007,6.690882,7.438333,6.427016,7.924626,9.777755,8.973232,7.256629,6.056477,5.779886,5.649759,-0.436389,5.016705
-6.739916,-6.060464,2.371722,4.780016,-1.017638,4.678734,-0.79077,8.427856,8.667159,8.432407,-0.24602,-6.147077,-8.564677,-8.417961,-8.156513,-7.986103,-5.55207,-5.773699,-6.269885,-5.063332,4.290229,3.00866,1.609649,4.867368,3.525364,3.537687,3.687543,4.021334,3.677414,4.06139,2.056246,5.862443,4.324456,5.455343,6.137827,5.076602,6.49133,3.196317,-1.175733,-0.080888,8.256417,9.446314,9.070359,6.28601,7.22892,6.342365,7.697403,9.53864,8.801616,7.007975,5.840825,5.761386,5.567573,-0.348055,4.850817
-7.33807,-6.133793,2.419102,5.736359,-1.273666,5.384897,-0.748644,8.709749,8.432407,10.33873,-0.202373,-6.446358,-9.513407,-9.225348,-8.913339,-8.890828,-5.990762,-5.891381,-6.505378,-5.470357,4.866509,3.419629,1.646452,5.464337,3.987908,3.919675,4.104715,4.468255,4.111189,4.687562,2.447454,6.552887,4.982982,6.316194,7.010993,5.863239,7.727318,3.553917,-1.162665,0.008878,9.123395,10.593909,9.920269,6.83603,7.736728,6.715704,8.773192,10.726246,10.340726,8.324488,6.656368,6.385692,6.261504,-0.108804,5.319204
0.936521,1.603382,-0.363653,-0.384666,-0.023129,-0.711669,0.250233,-0.377035,-0.24602,-0.202373,1.38109,1.010842,1.661989,1.548249,1.607666,1.437747,0.788291,0.993857,1.58742,1.174208,-0.900214,-0.079957,-0.50894,-1.033279,-0.696829,-0.644465,0.887395,1.12314,-0.726488,-0.504959,-0.255104,-0.856174,-0.856303,-0.924708,-1.149323,-0.865235,-1.138051,-0.44888,0.379948,0.090404,-0.682831,-1.554828,-0.764933,-0.524575,-0.330103,-0.297057,-0.229108,-0.630963,0.158882,0.350495,0.649275,0.989899,0.902909,1.53036,0.232949
16.003227,20.85342,-2.973498,-3.973009,3.198603,-3.47949,3.056375,-5.635518,-6.147077,-6.446358,1.010842,46.54474,22.379951,24.839245,24.915629,26.980713,30.885445,44.33185,30.756761,35.549378,-2.181414,-2.837862,10.131199,-3.320538,-3.350726,-2.234652,-2.941064,-2.189357,-2.399043,-1.371383,-1.523217,-2.214156,-3.405471,-3.671367,-4.607277,-3.423356,-3.898692,-2.406957,3.794162,2.888061,-3.129662,-3.232978,-3.241617,-3.517081,-5.208466,-6.044614,-6.378146,-5.35942,-6.483319,-4.577374,-3.254485,-3.763493,-3.78778,3.986973,-3.722139
18.300324,16.869879,-3.941513,-6.323105,3.146303,-6.702936,2.551766,-8.326656,-8.564677,-9.513407,1.661989,22.379951,30.990564,31.096164,28.171736,27.398676,15.940194,27.742194,20.315461,20.491834,-5.190961,-4.49339,1.999496,-6.087224,-5.134051,-4.618805,-3.841342,-3.237551,-4.718735,-4.788659,-2.935145,-6.576686,-6.543896,-7.824693,-8.435763,-7.078837,-8.933884,-4.587673,1.257607,-0.225523,-8.583535,-10.149865,-9.642768,-6.826895,-8.250774,-8.199134,-8.932704,-10.095844,-9.774813,-6.788942,-5.304022,-5.295598,-5.611578,4.245996,-6.127395
18.55629,17.418763,-3.9556,-6.277643,3.199197,-6.418556,2.855456,-8.017309,-8.417961,-9.225348,1.548249,24.839245,31.096164,32.939728,28.765907,28.511195,17.597092,31.025998,21.735994,22.694602,-4.876884,-4.480949,2.744201,-5.807934,-5.023328,-4.414437,-3.779927,-3.165454,-4.581982,-4.387685,-2.899316,-6.009241,-6.287539,-7.422815,-8.051869,-6.808003,-8.215096,-4.373533,1.378132,-0.140165,-7.776992,-9.211986,-8.754788,-6.529617,-8.080307,-7.964902,-8.792059,-9.570651,-9.503333,-6.47049,-5.24485,-5.119861,-5.456128,4.333901,-6.108127
18.868204,17.551421,-3.568626,-5.670208,3.57766,-6.04918,3.202311,-7.949163,-8.156513,-8.913339,1.607666,24.915629,28.171736,28.765907,29.315553,27.661893,17.505674,30.048216,21.482795,22.315194,-4.48494,-4.068171,3.095421,-5.378804,-4.665827,-4.072951,-3.608073,-3.067224,-4.325505,-4.056455,-2.503789,-5.557404,-5.862299,-6.978508,-7.684659,-6.437597,-7.933362,-4.146144,1.935949,0.318541,-7.544015,-9.269945,-8.53938,-6.126447,-7.826327,-7.865557,-8.581453,-9.434373,-9.322495,-6.630997,-5.131718,-5.096203,-5.460574,4.399228,-5.581711
18.308598,17.811651,-3.597076,-5.532405,3.329101,-5.838447,3.316341,-7.89166,-7.986103,-8.890828,1.437747,26.980713,27.398676,28.511195,27.661893,29.263825,19.061099,32.068038,23.157631,23.999945,-4.198837,-4.080403,3.914105,-5.164388,-4.583799,-3.810409,-3.626924,-3.106278,-4.234382,-3.816963,-2.558056,-5.475538,-5.746046,-6.647241,-7.261946,-6.0726,-7.433914,-4.046201,2.156909,0.493667,-7.201786,-8.445499,-8.026588,-5.968102,-7.557253,-7.770189,-8.349611,-8.94685,-9.124495,-6.620809,-5.009556,-5.049147,-5.422157,4.167029,-5.579259
11.567142,14.565609,-2.244297,-3.706613,2.327633,-2.777581,2.22698,-5.027508,-5.55207,-5.990762,0.788291,30.885445,15.940194,17.597092,17.505674,19.061099,23.494604,30.929286,21.38979,24.594706,-2.242278,-2.522463,6.44515,-3.153868,-2.671444,-1.876591,-2.657917,-2.270221,-2.058046,-1.53777,-1.239415,-2.6321,-2.829998,-3.253165,-3.902651,-3.070366,-3.625766,-1.753406,2.983547,1.978903,-3.701189,-3.690117,-3.774743,-3.49108,-4.73609,-4.956183,-5.856764,-5.41153,-6.116956,-4.422643,-3.345883,-3.683517,-3.644841,2.706509,-3.267039
18.65129,21.76609,-3.350561,-3.932002,3.612894,-3.000389,3.737065,-5.017144,-5.773699,-5.891381,0.993857,44.33185,27.742194,31.025998,30.048216,32.068038,30.929286,62.616014,34.042171,41.280562,-0.714786,-2.463804,12.253009,-1.495219,-2.602268,-0.897639,-2.090771,-1.225396,-1.792222,-0.763598,-1.24109,-0.294626,-2.735226,-2.430178,-3.584426,-2.661767,-2.45528,-2.071141,3.571098,1.300712,-1.414256,-1.134012,-1.148098,-2.866981,-4.464161,-5.464252,-4.908539,-4.332936,-5.377721,-3.331713,-2.18506,-2.405077,-2.902812,4.954719,-3.15265
